id,gender,masterCategory,subCategory,articleType,baseColour,MoodBase,season,usage,productDisplayName
16044,Men,Apparel,Topwear,Shirts,Red,Good,Fall,Casual,"This is Men Casual, Highlander Men Check Red Shirt ,it can be used in the Fall season"
29699,Men,Apparel,Topwear,Shirts,Purple,Good,Summer,Formal,"This is Men Formal, John Miller Men Check Purple Shirt ,it can be used in the Summer season"
19830,Men,Apparel,Topwear,Shirts,Navy Blue,Bad,Fall,Casual,"This is Men Casual, U.S. Polo Assn. Men Check Navy Blue Shirt ,it can be used in the Fall season"
7413,Women,Apparel,Topwear,Kurtas,Pink,Bad,Summer,Ethnic,"This is Women Ethnic, W Women Short Sleeve Pink Kurta ,it can be used in the Summer season"
43246,Men,Apparel,Bottomwear,Jeans,Blue,Good,Summer,Casual,"This is Men Casual, Denizen Men Blue Jeans ,it can be used in the Summer season"
9589,Men,Apparel,Topwear,Shirts,White,Bad,Fall,Formal,"This is Men Formal, Indigo Nation Men cotton White Shirts ,it can be used in the Fall season"
2161,Men,Apparel,Topwear,Tshirts,Blue,Good,Spring,Casual,"This is Men Casual, Basics Men Turquoise T-shirt ,it can be used in the Spring season"
42394,Women,Apparel,Topwear,Tshirts,Purple,Good,Summer,Casual,"This is Women Casual, Flying Machine Women Purple T-shirt ,it can be used in the Summer season"
23191,Men,Apparel,Topwear,Shirts,Grey,Good,Summer,Casual,"This is Men Casual, Highlander Men Grey Check Shirt ,it can be used in the Summer season"
16276,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Bad,Fall,Casual,"This is Men Casual, Batman Men Batman Navy Blue Sweatshirts ,it can be used in the Fall season"
22043,Women,Apparel,Topwear,Kurtas,Brown,Good,Fall,Ethnic,"This is Women Ethnic, Vishudh Women Printed Brown Kurta ,it can be used in the Fall season"
43074,Women,Apparel,Bottomwear,Capris,Black,Good,Summer,Sports,"This is Women Sports, Nike Womens Black Capris ,it can be used in the Summer season"
30586,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Men Casual, Nike Men Club Pique Polo White T-shirt ,it can be used in the Summer season"
3281,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Men Casual, Guerrilla Men's Ace Of Spades White T-shirt ,it can be used in the Summer season"
31454,Women,Apparel,Bottomwear,Skirts,Black,Good,Summer,Sports,"This is Women Sports, Nike Women Tennis Black Skirt ,it can be used in the Summer season"
11053,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Scullers Men Check Blue Shirts ,it can be used in the Fall season"
4898,Women,Apparel,Topwear,Tops,Green,Good,Summer,Casual,"This is Women Casual, Levis Kids Girl's Desiree Green Teens Kidswear ,it can be used in the Summer season"
5176,Men,Apparel,Topwear,Tshirts,Black,Good,Summer,Casual,"This is Men Casual, Marvel Men's Spiderman Zoom In Action Black T-shirt ,it can be used in the Summer season"
14521,Men,Apparel,Topwear,Shirts,Red,Good,Fall,Formal,"This is Men Formal, Mark Taylor Men White Red & Blue Stripe Shirt ,it can be used in the Fall season"
45979,Women,Apparel,Topwear,Tops,Peach,Bad,Summer,Casual,"This is Women Casual, Tokyo Talkies Women Peach Printed Top ,it can be used in the Summer season"
11295,Men,Apparel,Bottomwear,Jeans,Blue,Good,Fall,Casual,"This is Men Casual, Wrangler Men Blue Texas Jeans ,it can be used in the Fall season"
40437,Women,Apparel,Topwear,Kurtas,Brown,Good,Summer,Ethnic,"This is Women Ethnic, La-Emotio Women Brown Kurta ,it can be used in the Summer season"
10347,Men,Apparel,Topwear,Tshirts,Purple,Good,Fall,Casual,"This is Men Casual, United Colors of Benetton Men Printed Purple Tshirts ,it can be used in the Fall season"
24172,Women,Apparel,Topwear,Kurtis,Red,Good,Fall,Ethnic,"This is Women Ethnic, Aurelia Women Reddish Pink Printed Kurti ,it can be used in the Fall season"
4262,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Men Casual, Inkfruit Men's Joker White UV T-shirt ,it can be used in the Summer season"
21400,Men,Apparel,Topwear,Tshirts,Black,Good,Fall,Casual,"This is Men Casual, Locomotive Men Printed Black T-shirt ,it can be used in the Fall season"
15635,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Sports,"This is Men Sports, Nike Men AS Arsenal Core Red Tshirts ,it can be used in the Fall season"
53020,Women,Apparel,Saree,Sarees,Rust,Good,Fall,Ethnic,"This is Women Ethnic, FNF Rust Sari ,it can be used in the Fall season"
18916,Men,Apparel,Topwear,Shirts,Grey,Good,Fall,Casual,"This is Men Casual, Levis Men Denim Grey Shirt ,it can be used in the Fall season"
17162,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, U.S. Polo Assn. Men Checks  Blue Shirt ,it can be used in the Fall season"
30740,Men,Apparel,Topwear,Nehru Jackets,Brown,Good,Summer,Ethnic,"This is Men Ethnic, Fabindia Men Brown Silk Sleeveless Jacket ,it can be used in the Summer season"
2195,Women,Apparel,Bottomwear,Capris,Black,Good,Fall,Sports,"This is Women Sports, ADIDAS Women Black Capris ,it can be used in the Fall season"
3047,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Men Casual, Tantra Men's Dirty Man Blue T-shirt ,it can be used in the Summer season"
23165,Men,Apparel,Topwear,Tshirts,Black,Good,Fall,Casual,"This is Men Casual, Mark Taylor Men Black Printed T-shirt ,it can be used in the Fall season"
6707,Men,Apparel,Topwear,Tshirts,Navy Blue,Bad,Summer,Casual,"This is Men Casual, UCB Men's Striper Basic Navy Pink T-shirt ,it can be used in the Summer season"
16282,Men,Apparel,Topwear,Sweatshirts,White,Bad,Fall,Casual,"This is Men Casual, Superman Men White Sweatshirt ,it can be used in the Fall season"
43080,Women,Apparel,Topwear,Tops,Green,Good,Summer,Sports,"This is Women Sports, Nike Womens Moss Green Top ,it can be used in the Summer season"
23959,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Provogue Men Blue Shirt ,it can be used in the Fall season"
48468,Women,Apparel,Dress,Dresses,Mauve,Good,Summer,Casual,"This is Women Casual, French Connection Mauve Dress ,it can be used in the Summer season"
18318,Men,Apparel,Topwear,Shirts,Purple,Good,Summer,Casual,"This is Men Casual, Wills Lifestyle Men Check Purple Shirt ,it can be used in the Summer season"
12622,Men,Apparel,Topwear,Tshirts,Blue,Good,Fall,Casual,"This is Men Casual, Probase Men Printed Blue Tshirts ,it can be used in the Fall season"
3275,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Men Casual, Guerrilla Men's Luchador White T-shirt ,it can be used in the Summer season"
42152,Men,Apparel,Topwear,Tshirts,Green,Good,Summer,Casual,"This is Men Casual, Mr. Men Green T-shirt ,it can be used in the Summer season"
32225,Women,Apparel,Topwear,Kurtas,Red,Good,Summer,Ethnic,"This is Women Ethnic, Fabindia Women Red Striped Kurta ,it can be used in the Summer season"
24340,Men,Apparel,Topwear,Tshirts,Black,Good,Fall,Sports,"This is Men Sports, ADIDAS Men Black T-shirt ,it can be used in the Fall season"
40605,Women,Apparel,Topwear,Kurtas,Teal,Good,Summer,Ethnic,"This is Women Ethnic, Span Women Teal Kurta ,it can be used in the Summer season"
4050,Men,Apparel,Topwear,Tshirts,Black,Good,Summer,Casual,"This is Men Casual, Myntra Men's Good Things Come Late Black T-shirt ,it can be used in the Summer season"
5182,Men,Apparel,Topwear,Tshirts,Black,Good,Summer,Casual,"This is Men Casual, Billy Idol Men In The Shadow Black T-shirt ,it can be used in the Summer season"
37757,Men,Apparel,Topwear,Shirts,White,Bad,Summer,Casual,"This is Men Casual, John Players Men White & Blue Striped Shirt ,it can be used in the Summer season"
47044,Women,Apparel,Bottomwear,Salwar,Multi,Good,Fall,Ethnic,"This is Women Ethnic, Shree Women Multi Coloured Jodhpuri Salwar ,it can be used in the Fall season"
12246,Men,Apparel,Topwear,Shirts,Black,Good,Winter,Formal,"This is Men Formal, Genesis Black Striped Formal Shirt ,it can be used in the Winter season"
26073,Men,Apparel,Topwear,Shirts,Grey,Good,Summer,Formal,"This is Men Formal, John Miller Men Striped Grey Shirt ,it can be used in the Summer season"
42536,Women,Apparel,Topwear,Kurtas,Multi,Good,Summer,Ethnic,"This is Women Ethnic, Mother Earth Women Multi Coloured Kurta ,it can be used in the Summer season"
13394,Men,Apparel,Topwear,Shirts,White,Bad,Summer,Casual,"This is Men Casual, United Colors of Benetton Men Check White Shirts ,it can be used in the Summer season"
10511,Women,Apparel,Topwear,Tops,Black,Good,Fall,Casual,"This is Women Casual, Flying Machine Women RN Black Tshirts ,it can be used in the Fall season"
24724,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Men Casual, Tantra Men Blue T-shirt ,it can be used in the Summer season"
40261,Men,Apparel,Topwear,Shirts,Purple,Good,Summer,Casual,"This is Men Casual, Scullers Men Check Purple & Green Shirt ,it can be used in the Summer season"
32641,Women,Apparel,Topwear,Tshirts,Orange,Good,Summer,Sports,"This is Women Sports, Nike Women Orange Striped Polo T-shirt ,it can be used in the Summer season"
20384,Men,Apparel,Topwear,Tshirts,Blue,Good,Fall,Sports,"This is Men Sports, Urban Yoga Men Printed Blue Tshirt ,it can be used in the Fall season"
38149,Women,Apparel,Topwear,Tshirts,Green,Good,Summer,Casual,"This is Women Casual, Wildcraft Women Printed Green T-shirt ,it can be used in the Summer season"
10723,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Sports,"This is Men Sports, Nike Men Trainng Men's tshirt White Tshirts ,it can be used in the Summer season"
24516,Women,Apparel,Topwear,Kurtas,Black,Good,Fall,Ethnic,"This is Women Ethnic, Mother Earth Women Black Printed Kurta ,it can be used in the Fall season"
12848,Women,Apparel,Bottomwear,Skirts,Blue,Good,Fall,Casual,"This is Women Casual, Ant Kids Check Blue Skirts ,it can be used in the Fall season"
17506,Men,Apparel,Topwear,Tshirts,Grey Melange,Good,Fall,Casual,"This is Men Casual, Classic Polo Men Stripes Blue Polo T-Shirt ,it can be used in the Fall season"
3423,Women,Apparel,Topwear,Tshirts,Black,Good,Summer,Casual,"This is Women Casual, Myntra Women's I Only Give Negative Feedback Black T-shirt ,it can be used in the Summer season"
12074,Women,Apparel,Topwear,Kurtas,White,Bad,Fall,Ethnic,"This is Women Ethnic, W Women Printed White Kurtas ,it can be used in the Fall season"
30324,Men,Apparel,Topwear,Tshirts,Off White,Bad,Summer,Casual,"This is Men Casual, Myntra Men Killer Move Off White T-shirt ,it can be used in the Summer season"
3483,Women,Apparel,Bottomwear,Capris,Black,Good,Fall,Casual,"This is Women Casual, ADIDAS Women Black Capri ,it can be used in the Fall season"
43676,Women,Apparel,Dress,Dresses,Green,Good,Summer,Casual,"This is Women Casual, French Connection Women Mint Green Dress ,it can be used in the Summer season"
13106,Men,Apparel,Topwear,Sweatshirts,Blue,Good,Fall,Casual,"This is Men Casual, ADIDAS Men Sf Striped Hood Blue Sweatshirts ,it can be used in the Fall season"
7023,Men,Apparel,Topwear,Tshirts,Orange,Good,Summer,Casual,"This is Men Casual, Classic Polo Men's Combo Pack of 2 Rust Beige T-shirt ,it can be used in the Summer season"
8857,Men,Apparel,Topwear,Shirts,Orange,Good,Fall,Casual,"This is Men Casual, Mark Taylor Men Orange Striped Shirt ,it can be used in the Fall season"
22641,Men,Apparel,Topwear,Tshirts,Black,Good,Fall,Sports,"This is Men Sports, Nike Men Solid Black T-shirt ,it can be used in the Fall season"
9985,Women,Apparel,Topwear,Tshirts,Blue,Good,Fall,Sports,"This is Women Sports, Nike Women As Jdi Pixels Blue T-Shirts ,it can be used in the Fall season"
5774,Women,Apparel,Topwear,Tops,White,Bad,Summer,Casual,"This is Women Casual, Jealous 21 Women's White Sleeveless Graphic Top ,it can be used in the Summer season"
14323,Women,Apparel,Topwear,Sweaters,White,Bad,Fall,Casual,"This is Women Casual, ADIDAS Women Stripes White Sweaters ,it can be used in the Fall season"
20116,Women,Apparel,Topwear,Kurtis,Red,Good,Fall,Ethnic,"This is Women Ethnic, Diva Women Printed Red Kurti ,it can be used in the Fall season"
52536,Women,Apparel,Bottomwear,Jeans,Grey,Good,Summer,Casual,"This is Women Casual, Pepe Jeans Women Grey Jeans ,it can be used in the Summer season"
39807,Men,Apparel,Bottomwear,Trousers,Navy Blue,Bad,Spring,Formal,"This is Men Formal, Peter England Men Navy Blue Formal Trousers ,it can be used in the Spring season"
57044,Women,Apparel,Dress,Dresses,Black,Good,Summer,Party,"This is Women Party, Elle Women Black Dress ,it can be used in the Summer season"
33501,Women,Apparel,Bottomwear,Capris,Pink,Bad,Summer,Casual,"This is Women Casual, Doodle Kids Girl  Pink Capris ,it can be used in the Summer season"
14111,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Bad,Fall,Casual,"This is Men Casual, Flying Machine Men Printed Navy Blue Sweatshirts ,it can be used in the Fall season"
20324,Women,Apparel,Topwear,Kurtas,White,Bad,Summer,Ethnic,"This is Women Ethnic, Mother Earth Women Printed White Kurta ,it can be used in the Summer season"
5546,Men,Apparel,Topwear,Tshirts,Orange,Good,Summer,Casual,"This is Men Casual, Nike Men's Football Soccer Orange T-shirt ,it can be used in the Summer season"
57276,Men,Apparel,Topwear,Shirts,Red,Good,Summer,Casual,"This is Men Casual, French Connection Men Red Check Shirt ,it can be used in the Summer season"
11463,Men,Apparel,Topwear,Tshirts,White,Bad,Fall,Casual,"This is Men Casual, United Colors of Benetton Men  Winter White T-shirt ,it can be used in the Fall season"
41313,Women,Apparel,Bottomwear,Leggings,White,Bad,Summer,Ethnic,"This is Women Ethnic, Aurelia Women White Leggings ,it can be used in the Summer season"
31064,Women,Apparel,Topwear,Dupatta,Off White,Bad,Summer,Ethnic,"This is Women Ethnic, Fabindia Women Printed Off White Dupatta ,it can be used in the Summer season"
27101,Women,Apparel,Topwear,Kurtas,Yellow,Good,Summer,Ethnic,"This is Women Ethnic, Aneri Women Madhuri Yellow Kurta ,it can be used in the Summer season"
13334,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Gini and Jony Kids Boys Check Blue Shirts ,it can be used in the Fall season"
28975,Women,Apparel,Apparel Set,Kurta Sets,Blue,Good,Summer,Ethnic,"This is Women Ethnic, Biba Women Blue Churidar Kurta with Dupatta ,it can be used in the Summer season"
16646,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Men Casual, Facit Men Polo Tee Blue Tshirt ,it can be used in the Summer season"
49942,Men,Apparel,Topwear,Tshirts,Olive,Good,Summer,Casual,"This is Men Casual, Hanes Men Olive T-shirt ,it can be used in the Summer season"
7211,Women,Apparel,Topwear,Tunics,Black,Good,Fall,Casual,"This is Women Casual, Scullers For Her Women Layered Tunics Black Top ,it can be used in the Fall season"
5122,Women,Apparel,Topwear,Tshirts,Peach,Bad,Summer,Casual,"This is Women Casual, Wrangler Women's Striped Peach T-shirt ,it can be used in the Summer season"
41777,Women,Apparel,Topwear,Tops,Pink,Bad,Summer,Casual,"This is Women Casual, Remanika Women Pink Top ,it can be used in the Summer season"
13750,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Belmonte Men Check Blue Shirts ,it can be used in the Fall season"
2307,Women,Apparel,Topwear,Tshirts,Purple,Good,Fall,Sports,"This is Women Sports, Nike Women Purple Polo T-shirt ,it can be used in the Fall season"
16222,Men,Apparel,Bottomwear,Track Pants,Black,Good,Fall,Sports,"This is Men Sports, Puma Men Heroes Black Track Pant ,it can be used in the Fall season"
22017,Women,Apparel,Topwear,Kurtas,Pink,Bad,Fall,Ethnic,"This is Women Ethnic, Vishudh Women Printed Pink Kurta ,it can be used in the Fall season"
2135,Men,Apparel,Topwear,Shirts,Red,Good,Spring,Casual,"This is Men Casual, Basics Men Red & Blue Slim Fit Shirt ,it can be used in the Spring season"
19058,Women,Apparel,Topwear,Kurtas,Rust,Good,Fall,Ethnic,"This is Women Ethnic, Aurelia Women Solid Rust Kurta ,it can be used in the Fall season"
6595,Women,Apparel,Topwear,Tops,Black,Good,Summer,Casual,"This is Women Casual, Spykar Women's Black Top ,it can be used in the Summer season"
34340,Men,Apparel,Topwear,Tshirts,Purple,Good,Summer,Casual,"This is Men Casual, Myntra Men Street Moving Fusion Purple T-shirt ,it can be used in the Summer season"
7447,Men,Apparel,Topwear,Tshirts,Orange,Good,Summer,Casual,"This is Men Casual, Proline Men Orange Polo T-shirt ,it can be used in the Summer season"
16010,Men,Apparel,Topwear,Tshirts,Green,Good,Fall,Casual,"This is Men Casual, Turtle Stripes Men Green TShirt ,it can be used in the Fall season"
22225,Women,Apparel,Topwear,Tshirts,Black,Good,Fall,Casual,"This is Women Casual, Little Miss Women Giggles Black T-shirt ,it can be used in the Fall season"
14747,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Formal,"This is Men Formal, Arrow Men Blue Striped Shirt ,it can be used in the Fall season"
33959,Women,Apparel,Bottomwear,Leggings,Grey,Good,Summer,Casual,"This is Women Casual, Femella Women Grey Leggings ,it can be used in the Summer season"
25000,Women,Apparel,Bottomwear,Capris,Black,Good,Summer,Casual,"This is Women Casual, United Colors of Benetton Women Black Capris ,it can be used in the Summer season"
11235,Women,Apparel,Bottomwear,Jeans,Blue,Good,Fall,Casual,"This is Women Casual, Flying Machine Women Midrise Blue Jeans ,it can be used in the Fall season"
57420,Women,Apparel,Topwear,Tshirts,Black,Good,Summer,Casual,"This is Women Casual, Angry Birds Women Black T-shirt ,it can be used in the Summer season"
33165,Women,Apparel,Topwear,Tops,Blue,Good,Summer,Casual,"This is Women Casual, Sepia Women Blue Top ,it can be used in the Summer season"
14581,Men,Apparel,Topwear,Sweatshirts,Brown,Good,Fall,Casual,"This is Men Casual, United Colors of Benetton Men Solid Brown Sweatshirts ,it can be used in the Fall season"
56734,Men,Apparel,Topwear,Tshirts,Pink,Bad,Summer,Casual,"This is Men Casual, Horsefly Men Pink T-shirt ,it can be used in the Summer season"
4838,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Men Casual, Sher Singh Men's Cricket White Polo T-shirt ,it can be used in the Summer season"
41783,Women,Apparel,Topwear,Tunics,Purple,Good,Summer,Casual,"This is Women Casual, Remanika Women Purple Tunic ,it can be used in the Summer season"
32271,Women,Apparel,Topwear,Kurtas,Green,Good,Summer,Ethnic,"This is Women Ethnic, Vishudh Women Printed Green Kurta ,it can be used in the Summer season"
40651,Women,Apparel,Topwear,Kurtas,Olive,Good,Summer,Ethnic,"This is Women Ethnic, Span Women Olive Green Kurta ,it can be used in the Summer season"
24314,Men,Apparel,Topwear,Tshirts,White,Bad,Fall,Casual,"This is Men Casual, ADIDAS Men White T-shirt ,it can be used in the Fall season"
42106,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Men Casual, ADIDAS Men White T-shirt ,it can be used in the Summer season"
12676,Men,Apparel,Bottomwear,Trousers,Brown,Good,Fall,Casual,"This is Men Casual, Probase Men Solid Brown Trousers ,it can be used in the Fall season"
9529,Men,Apparel,Bottomwear,Shorts,Grey,Good,Summer,Casual,"This is Men Casual, Puma Men's Ess Woven Grey Shorts ,it can be used in the Summer season"
3013,Men,Apparel,Topwear,Shirts,Grey,Good,Summer,Casual,"This is Men Casual, Lee Men Arnold Black Grey Check Shirt ,it can be used in the Summer season"
23303,Women,Apparel,Bottomwear,Leggings,Maroon,Good,Fall,Ethnic,"This is Women Ethnic, W Women Solid Maroon Leggings ,it can be used in the Fall season"
18942,Men,Apparel,Topwear,Tshirts,Blue,Good,Fall,Casual,"This is Men Casual, Levi's Men Polo Blue Tshirt ,it can be used in the Fall season"
35266,Women,Apparel,Topwear,Tops,Navy Blue,Bad,Summer,Casual,"This is Women Casual, Lee Women Kylie Navy Blue Top ,it can be used in the Summer season"
29639,Men,Apparel,Topwear,Shirts,White,Bad,Summer,Casual,"This is Men Casual, Indigo Nation Men White Shirt ,it can be used in the Summer season"
21454,Women,Apparel,Topwear,Tshirts,Black,Good,Winter,Casual,"This is Women Casual, Roxy Women Black T-shirt ,it can be used in the Winter season"
4236,Men,Apparel,Topwear,Tshirts,Purple,Good,Summer,Casual,"This is Men Casual, Probase Men's Crack Print Challenger Purple Tshirt ,it can be used in the Summer season"
24126,Women,Apparel,Topwear,Tshirts,Blue,Good,Fall,Casual,"This is Women Casual, ADIDAS Women Printed Blue T-shirt ,it can be used in the Fall season"
38579,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Men Casual, Nike Men Blue RF Blue T-shirt ,it can be used in the Summer season"
33191,Women,Apparel,Topwear,Tunics,Pink,Bad,Summer,Casual,"This is Women Casual, Sepia Women Printed Pink Tunic ,it can be used in the Summer season"
3477,Men,Apparel,Topwear,Tshirts,Black,Good,Fall,Sports,"This is Men Sports, ADIDAS Men's Tank Black Sleeveless T-shirt ,it can be used in the Fall season"
6939,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Men Casual, Tantra Men's Chlorophyll White T-shirt ,it can be used in the Summer season"
9971,Men,Apparel,Topwear,Sweatshirts,Blue,Good,Fall,Sports,"This is Men Sports, Nike Men As Squad Ft C Blue Sweatshirts ,it can be used in the Fall season"
17552,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Formal,"This is Men Formal, Mark Taylor Men Blue & Cream Striped Shirt ,it can be used in the Fall season"
6105,Women,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Women Casual, UCB Women's Basic V Neck White T-shirt ,it can be used in the Summer season"
37155,Men,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Men Casual, Campbell Men Pack of 3 T-shirt ,it can be used in the Summer season"
5780,Women,Apparel,Topwear,Tops,Purple,Good,Summer,Casual,"This is Women Casual, Jealous 21 Women. Graphic Purple Top ,it can be used in the Summer season"
53410,Women,Apparel,Topwear,Kurtas,Blue,Good,Fall,Ethnic,"This is Women Ethnic, Alma Women Blue & Green Printed Kurta ,it can be used in the Fall season"
10777,Women,Apparel,Topwear,Jackets,Purple,Good,Summer,Sports,"This is Women Sports, Nike Women Hooded Purple Jacket ,it can be used in the Summer season"
24542,Women,Apparel,Topwear,Tops,Black,Good,Fall,Ethnic,"This is Women Ethnic, Mother Earth Women Black Printed Top ,it can be used in the Fall season"
32427,Men,Apparel,Bottomwear,Shorts,Black,Good,Summer,Casual,"This is Men Casual, ADIDAS Men Black 3/4 Length Pants ,it can be used in the Summer season"
59916,Women,Apparel,Topwear,Kurtas,Brown,Good,Summer,Ethnic,"This is Women Ethnic, Diva Women Brown Kurta ,it can be used in the Summer season"
44695,Women,Apparel,Topwear,Tunics,Red,Good,Fall,Casual,"This is Women Casual, Wills Lifestyle Women Pink & Blue Striped Lina Tunic ,it can be used in the Fall season"
4460,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Sports,"This is Men Sports, Nike Men's Hand Gang Sign Blue T-shirt ,it can be used in the Summer season"
15037,Women,Apparel,Topwear,Sweaters,Black,Good,Fall,Casual,"This is Women Casual, ADIDAS Women Check Black Sweaters ,it can be used in the Fall season"
57282,Men,Apparel,Topwear,Shirts,Multi,Good,Summer,Casual,"This is Men Casual, French Connection Men Multi Coloured Shirt ,it can be used in the Summer season"
42562,Women,Apparel,Topwear,Tops,Olive,Good,Summer,Casual,"This is Women Casual, Mother Earth Women Olive Top ,it can be used in the Summer season"
12212,Men,Apparel,Bottomwear,Trousers,Brown,Good,Summer,Formal,"This is Men Formal, Basics Men Brown Trousers ,it can be used in the Summer season"
18728,Women,Apparel,Topwear,Sweaters,Grey,Good,Fall,Casual,"This is Women Casual, Arrow Woman Keisha Grey Sweater ,it can be used in the Fall season"
28981,Women,Apparel,Apparel Set,Kurta Sets,Cream,Bad,Summer,Ethnic,"This is Women Ethnic, Biba Outlet Women Cream-Coloured Printed  Churidar Kurta with Dupatta ,it can be used in the Summer season"
30142,Women,Apparel,Topwear,Tshirts,Green,Good,Summer,Casual,"This is Women Casual, Flying Machine Women Printed Green T-shirt ,it can be used in the Summer season"
47010,Women,Apparel,Topwear,Kurtas,Green,Good,Summer,Ethnic,"This is Women Ethnic, Shree Women Green Kurta ,it can be used in the Summer season"
14778,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Formal,"This is Men Formal, Arrow Men Stripes Blue Shirts ,it can be used in the Fall season"
33966,Women,Apparel,Topwear,Tops,Black,Good,Summer,Casual,"This is Women Casual, Femella Women Black Top ,it can be used in the Summer season"
39460,Women,Apparel,Topwear,Kurtas,White,Bad,Summer,Ethnic,"This is Women Ethnic, Diva Women White Printed Kurta ,it can be used in the Summer season"
52951,Women,Apparel,Saree,Sarees,Pink,Bad,Fall,Ethnic,"This is Women Ethnic, FNF Pink Sari ,it can be used in the Fall season"
44834,Men,Apparel,Topwear,Tshirts,Black,Good,Summer,Sports,"This is Men Sports, Puma Men Black Training T-shirt ,it can be used in the Summer season"
19067,Women,Apparel,Topwear,Kurtas,Green,Good,Fall,Ethnic,"This is Women Ethnic, W Women Block Print Green Kurta ,it can be used in the Fall season"
16813,Men,Apparel,Topwear,Shirts,Navy Blue,Bad,Fall,Casual,"This is Men Casual, Locomotive Men Check Navy Blue Shirt ,it can be used in the Fall season"
2936,Women,Apparel,Topwear,Tshirts,Maroon,Good,Fall,Casual,"This is Women Casual, DUSG Women's Red Polo T-shirt ,it can be used in the Fall season"
28720,Women,Apparel,Topwear,Kurtas,White,Bad,Summer,Ethnic,"This is Women Ethnic, W Women White Printed Kurta ,it can be used in the Summer season"
18989,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Men Casual, ADIDAS Originals Men AC Grp Blue Tshirt ,it can be used in the Summer season"
2338,Men,Apparel,Topwear,Tshirts,White,Bad,Fall,Casual,"This is Men Casual, Reebok Men Star White Polo T-shirt ,it can be used in the Fall season"
22814,Men,Apparel,Bottomwear,Shorts,Navy Blue,Bad,Summer,Casual,"This is Men Casual, Manchester United Men Navy Blue Shorts ,it can be used in the Summer season"
26488,Men,Apparel,Topwear,Tshirts,Green,Good,Summer,Casual,"This is Men Casual, Puma Men Tech Graphic Green T-shirt ,it can be used in the Summer season"
54894,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Green,Good,Summer,Casual,"This is Men Casual, Do U Speak Green Men Green Lounge Pants ,it can be used in the Summer season"
28512,Men,Apparel,Bottomwear,Shorts,Black,Good,Summer,Sports,"This is Men Sports, Nike Men Premier Knit Black Shorts ,it can be used in the Summer season"
11804,Women,Apparel,Topwear,Kurtas,Red,Good,Fall,Ethnic,"This is Women Ethnic, Vishudh Women Pigment Print Red Kurtas ,it can be used in the Fall season"
11038,Women,Apparel,Topwear,Tops,Brown,Good,Fall,Casual,"This is Women Casual, Jealous 21 Women Check Brown Tops ,it can be used in the Fall season"
19631,Men,Apparel,Topwear,Tshirts,Grey,Good,Summer,Casual,"This is Men Casual, United Colors of Benetton Men Solid Grey T-shirt ,it can be used in the Summer season"
50850,Women,Apparel,Saree,Sarees,Black,Good,Fall,Ethnic,"This is Women Ethnic, Prafful Black & Beige Sari ,it can be used in the Fall season"
48093,Women,Apparel,Topwear,Shirts,Blue,Good,Summer,Casual,"This is Women Casual, French Connection Women Blue Shirt ,it can be used in the Summer season"
27902,Women,Apparel,Bottomwear,Trousers,Black,Good,Summer,Casual,"This is Women Casual, Scullers For Her Women Black Trousers ,it can be used in the Summer season"
14912,Men,Apparel,Topwear,Tshirts,Pink,Bad,Fall,Casual,"This is Men Casual, Mr. Men Men Mr. Lazy DK.Pink Tshirts ,it can be used in the Fall season"
39236,Women,Apparel,Topwear,Tops,Pink,Bad,Summer,Casual,"This is Women Casual, Femella Women Pink Layered Frilly Chiffon Top ,it can be used in the Summer season"
