id,gender,masterCategory,subCategory,articleType,baseColour,MoodBase,season,usage,productDisplayName
40645,women,Apparel,Topwear,kurtas,Green,Good,summer,Ethnic,"This is Women Ethnic, Span Women Green Kurta ,it can be used in the Summer season"
1562,men,Apparel,Topwear,tshirts,Grey,Good,fall,Sports,"This is Men Sports, Quechua Men Sweat Proof Grey T-shirt ,it can be used in the Fall season"
12206,men,Apparel,Topwear,tshirts,Yellow,Good,fall,Casual,"This is Men Casual, Basics Men Yellow Striped T-shirt ,it can be used in the Fall season"
2783,men,Apparel,Topwear,tshirts,Red,Good,summer,Casual,"This is Men Casual, Ediots Men's Bajau Kya Radio Red T-shirt ,it can be used in the Summer season"
47004,women,Apparel,Topwear,kurtas,Green,Good,summer,Ethnic,"This is Women Ethnic, Shree Women Green & Black Kurta ,it can be used in the Summer season"
44681,women,Apparel,Dress,dresses,White,Bad,summer,Casual,"This is Women Casual, Wills Lifestyle Women White Dress ,it can be used in the Summer season"
15023,men,Apparel,Topwear,tshirts,Black,Good,fall,Sports,"This is Men Sports, ADIDAS Men Printed Black Tshirts ,it can be used in the Fall season"
57296,men,Apparel,Topwear,shirts,White,Bad,summer,Casual,"This is Men Casual, French Connection Men White Checks Shirt ,it can be used in the Summer season"
32601,women,Apparel,Topwear,tops,Yellow,Good,summer,Casual,"This is Women Casual, ONLY Women Live Love Yellow Tube Top ,it can be used in the Summer season"
53404,women,Apparel,Topwear,kurtas,Blue,Good,fall,Ethnic,"This is Women Ethnic, Alma Women Blue Printed Kurta ,it can be used in the Fall season"
57898,women,Apparel,Topwear,tops,Orange,Good,fall,Casual,"This is Women Casual, Femella Women Multi Coloured Top ,it can be used in the Fall season"
37141,men,Apparel,Topwear,shirts,Grey,Good,summer,Casual,"This is Men Casual, Wills Lifestyle Men Stripes Grey Shirt ,it can be used in the Summer season"
5794,women,Apparel,Topwear,tops,Black,Good,summer,Casual,"This is Women Casual, Jealous 21 Women Party Black Top ,it can be used in the Summer season"
45561,women,Apparel,Topwear,tops,Pink,Bad,winter,Casual,"This is Women Casual, Fila Women Pink Printed Top ,it can be used in the Winter season"
15211,men,Apparel,Topwear,tshirts,Navy Blue,Bad,fall,Casual,"This is Men Casual, Arrow Sport Men Solid Navy Blue Polo Tshirts ,it can be used in the Fall season"
21024,men,Apparel,Topwear,shirts,Blue,Good,fall,Formal,"This is Men Formal, Black Coffee Men Blue Shirt ,it can be used in the Fall season"
24556,women,Apparel,Topwear,tshirts,Orange,Good,fall,Casual,"This is Women Casual, Nike Women Orange T-shirt ,it can be used in the Fall season"
10763,men,Apparel,Topwear,tshirts,Blue,Good,summer,Sports,"This is Men Sports, Nike Men Trainng Blue T-shirt ,it can be used in the Summer season"
32433,men,Apparel,Topwear,tshirts,White,Bad,summer,Casual,"This is Men Casual, ADIDAS Men White Polo T-shirt ,it can be used in the Summer season"
12034,men,Apparel,Topwear,shirts,Brown,Good,fall,Formal,"This is Men Formal, Mark Taylor Men Brown Striped Shirts ,it can be used in the Fall season"
16494,men,Apparel,Topwear,tshirts,Black,Good,fall,Casual,"This is Men Casual, LOCOMOTIVE Men Black Printed Round Neck T-shirt ,it can be used in the Fall season"
51353,women,Apparel,Bottomwear,jeans,Navy Blue,Bad,summer,Casual,"This is Women Casual, Spykar Women Blue Jeans ,it can be used in the Summer season"
12808,men,Apparel,Topwear,jackets,Blue,Good,fall,Sports,"This is Men Sports, Nike Men Zip Pocket Blue Jackets ,it can be used in the Fall season"
6111,women,Apparel,Topwear,tshirts,Pink,Bad,summer,Casual,"This is Women Casual, UCB Women's Basic V Neck Dark Pink T-shirt ,it can be used in the Summer season"
17546,men,Apparel,Topwear,shirts,Pink,Bad,fall,Formal,"This is Men Formal, Mark Taylor Men Pink & White Striped Shirt ,it can be used in the Fall season"
17926,women,Apparel,Bottomwear,capris,Grey,Good,fall,Casual,"This is Women Casual, Nike Women Casual Grey Capri ,it can be used in the Fall season"
19080,women,Apparel,Topwear,kurtas,Purple,Good,fall,Ethnic,"This is Women Ethnic, W Women Block Print Purple Kurta ,it can be used in the Fall season"
12468,men,Apparel,Topwear,tshirts,White,Bad,fall,Casual,"This is Men Casual, Basics Men White T-shirt ,it can be used in the Fall season"
34398,men,Apparel,Topwear,tshirts,Black,Good,summer,Casual,"This is Men Casual, Myntra Men Rider Black T-shirt ,it can be used in the Summer season"
53864,women,Apparel,Topwear,kurtas,Brown,Good,summer,Ethnic,"This is Women Ethnic, Vishudh Women Brown Printed Kurta ,it can be used in the Summer season"
58682,women,Apparel,Topwear,kurtas,Pink,Bad,summer,Ethnic,"This is Women Ethnic, ALayna Women Brownish Pink  Kurta ,it can be used in the Summer season"
56718,women,Apparel,Topwear,kurtas,Navy Blue,Bad,summer,Ethnic,"This is Women Ethnic, Folklore Women Navy Blue Kurta ,it can be used in the Summer season"
4814,men,Apparel,Topwear,tshirts,Black,Good,summer,Sports,"This is Men Sports, ADIDAS Men's F50 ST CL Black T-shirt ,it can be used in the Summer season"
24338,men,Apparel,Topwear,tshirts,White,Bad,fall,Casual,"This is Men Casual, ADIDAS Men White Printed T-shirt ,it can be used in the Fall season"
34996,women,Apparel,Saree,sarees,Rust,Good,summer,Ethnic,"This is Women Ethnic, Fabindia Women H& Printed Rust Sari ,it can be used in the Summer season"
48410,men,Apparel,Topwear,tshirts,Grey,Good,summer,Casual,"This is Men Casual, French Connection Men Grey Printed T-shirt ,it can be used in the Summer season"
1902,men,Apparel,Topwear,tshirts,Blue,Good,winter,Sports,"This is Men Sports, FIFA Men Blue Jersey ,it can be used in the Winter season"
10569,women,Apparel,Topwear,tops,White,Bad,fall,Casual,"This is Women Casual, Puma Women Ess White Polo Tshirts ,it can be used in the Fall season"
32639,men,Apparel,Topwear,tshirts,Red,Good,summer,Sports,"This is Men Sports, Nike Men Epaulet UV Crew Red T-shirt ,it can be used in the Summer season"
8281,men,Apparel,Topwear,tshirts,Blue,Good,fall,Casual,"This is Men Casual, Mr.Men Men's Placid Blue T-shirt ,it can be used in the Fall season"
48074,men,Apparel,Topwear,tshirts,Purple,Good,summer,Casual,"This is Men Casual, French Connection Men Purple T-shirt ,it can be used in the Summer season"
29043,men,Apparel,Bottomwear,tracksuits,Navy Blue,Bad,summer,Sports,"This is Men Sports, ADIDAS Men Navy Blue Tracksuit ,it can be used in the Summer season"
26837,men,Apparel,Bottomwear,trousers,Khaki,Good,summer,Casual,"This is Men Casual, Highlander Men Khaki Trousers ,it can be used in the Summer season"
30952,women,Apparel,Topwear,tops,Peach,Bad,summer,Ethnic,"This is Women Ethnic, Fabindia Women Printed Peach Top ,it can be used in the Summer season"
26239,men,Apparel,Topwear,tshirts,Black,Good,summer,Casual,"This is Men Casual, Proline Men Black Printed T-shirt ,it can be used in the Summer season"
9161,men,Apparel,Bottomwear,jeans,Blue,Good,fall,Casual,"This is Men Casual, Locomotive Men Cairo Blue Jeans ,it can be used in the Fall season"
6915,women,Apparel,Topwear,tshirts,White,Bad,summer,Sports,"This is Women Sports, Asics Women White Graphic T-shirt ,it can be used in the Summer season"
12830,women,Apparel,Dress,dresses,Green,Good,fall,Casual,"This is Women Casual, Ant Kids Peaceful Day Green Dresses ,it can be used in the Fall season"
59106,men,Apparel,Topwear,jackets,Black,Good,winter,Casual,"This is Men Casual, Just Natural Men Black Jacket ,it can be used in the Winter season"
37945,women,Apparel,Topwear,tunics,White,Bad,summer,Casual,"This is Women Casual, Mineral Women Soild White Tunic ,it can be used in the Summer season"
11689,men,Apparel,Topwear,shirts,Green,Good,fall,Casual,"This is Men Casual, Lee Men Check Green Shirts ,it can be used in the Fall season"
20308,women,Apparel,Topwear,sweaters,Black,Good,fall,Casual,"This is Women Casual, Jealous 21 Women Solid Black Sweater ,it can be used in the Fall season"
58212,women,Apparel,Bottomwear,patiala,White,Bad,fall,Ethnic,"This is Women Ethnic, Shree Women White Printed Patiala ,it can be used in the Fall season"
39225,women,Apparel,Bottomwear,trousers,Brown,Good,summer,Casual,"This is Women Casual, Femella Women Heart Print  Brown Trousers ,it can be used in the Summer season"
31048,men,Apparel,Topwear,shirts,Blue,Good,summer,Casual,"This is Men Casual, Arrow Sport Men Blue Striped Shirt ,it can be used in the Summer season"
8275,men,Apparel,Topwear,tshirts,Blue,Good,fall,Casual,"This is Men Casual, Mr.Men Men's Coral Red T-shirt ,it can be used in the Fall season"
19622,women,Apparel,Topwear,tops,Green,Good,summer,Casual,"This is Women Casual, United Colors of Benetton Women Solid Green Top ,it can be used in the Summer season"
13318,men,Apparel,Topwear,shirts,Green,Good,fall,Casual,"This is Men Casual, Gini and Jony Kids Boys Check Green Shirts ,it can be used in the Fall season"
50843,women,Apparel,Topwear,dupatta,Purple,Good,summer,Ethnic,"This is Women Ethnic, Fabindia Women Purple Dupatta ,it can be used in the Summer season"
48080,men,Apparel,Topwear,tshirts,Olive,Good,summer,Casual,"This is Men Casual, French Connection Men Olive Green T-shirt ,it can be used in the Summer season"
28959,women,Apparel,Topwear,kurtas,White,Bad,summer,Ethnic,"This is Women Ethnic, BIBA Women Ethnic White Kurta ,it can be used in the Summer season"
31874,women,Apparel,Topwear,dupatta,Blue,Good,fall,Ethnic,"This is Women Ethnic, Fabindia Women Blue Dupatta ,it can be used in the Fall season"
27911,women,Apparel,Bottomwear,trousers,Black,Good,summer,Formal,"This is Women Formal, Scullers For Her Women Black Trousers ,it can be used in the Summer season"
19410,men,Apparel,Topwear,tshirts,Black,Good,fall,Casual,"This is Men Casual, ADIDAS Men Black Tshirt ,it can be used in the Fall season"
8047,men,Apparel,Topwear,tshirts,Green,Good,fall,Sports,"This is Men Sports, Fila Men's Core Pique Polo Green T-shirt ,it can be used in the Fall season"
9195,men,Apparel,Bottomwear,jeans,Blue,Good,fall,Casual,"This is Men Casual, Spykar Men Style Essentials Kns 0542 Blue Jeans ,it can be used in the Fall season"
16458,men,Apparel,Topwear,shirts,Blue,Good,fall,Casual,"This is Men Casual, Locomotive Men Check Green Shirt ,it can be used in the Fall season"
5758,women,Apparel,Topwear,tops,White,Bad,summer,Casual,"This is Women Casual, Jealous 21 Women's Multi Color Floral Top ,it can be used in the Summer season"
2119,women,Apparel,Topwear,shirts,Pink,Bad,winter,Casual,"This is Women Casual, Lee Women Pink Shirt ,it can be used in the Winter season"
19074,women,Apparel,Topwear,kurtas,Off White,Bad,fall,Ethnic,"This is Women Ethnic, W Women Thread Work Off White Kurta ,it can be used in the Fall season"
16800,men,Apparel,Bottomwear,trousers,Black,Good,fall,Casual,"This is Men Casual, Highlander Men Solid Black Trouser ,it can be used in the Fall season"
28733,women,Apparel,Topwear,kurtas,Green,Good,summer,Ethnic,"This is Women Ethnic, W Women Printed Green Kurta ,it can be used in the Summer season"
19848,men,Apparel,Topwear,shirts,Green,Good,fall,Casual,"This is Men Casual, U.S. Polo Assn. Men Striped Green Shirt ,it can be used in the Fall season"
22209,men,Apparel,Topwear,tshirts,Green,Good,summer,Casual,"This is Men Casual, Timberland Men Green Back Logo T-Shirt ,it can be used in the Summer season"
59596,women,Apparel,Saree,sarees,Brown,Good,fall,Ethnic,"This is Women Ethnic, FNF Brown Wedding Collection Sari ,it can be used in the Fall season"
33975,women,Apparel,Topwear,tops,Brown,Good,summer,Casual,"This is Women Casual, Femella Women Brown Top ,it can be used in the Summer season"
52942,women,Apparel,Saree,sarees,Pink,Bad,summer,Ethnic,"This is Women Ethnic, FNF Printed Pink Sari ,it can be used in the Summer season"
39473,women,Apparel,Topwear,kurtis,Black,Good,summer,Ethnic,"This is Women Ethnic, Diva Women Black Kurti ,it can be used in the Summer season"
58676,women,Apparel,Topwear,kurtas,Beige,Good,summer,Ethnic,"This is Women Ethnic, ALayna Women Printed Beige Kurta ,it can be used in the Summer season"
38793,men,Apparel,Topwear,tshirts,Black,Good,summer,Casual,"This is Men Casual, DC Comics Men Crew Black T-shirt ,it can be used in the Summer season"
34962,women,Apparel,Saree,sarees,Beige,Good,summer,Ethnic,"This is Women Ethnic, Fabindia Beige Jaipur Print Cotton Sari ,it can be used in the Summer season"
22807,men,Apparel,Topwear,tshirts,Blue,Good,fall,Casual,"This is Men Casual, Locomotive Men Blue Printed T-shirt ,it can be used in the Fall season"
8611,men,Apparel,Topwear,tshirts,White,Bad,fall,Casual,"This is Men Casual, Scullers Men White Polo T-Shirts ,it can be used in the Fall season"
19246,men,Apparel,Topwear,jackets,Blue,Good,fall,Casual,"This is Men Casual, Puma Men Foundation Padded Blue Jacket ,it can be used in the Fall season"
28501,men,Apparel,Bottomwear,track pants,Navy Blue,Bad,summer,Sports,"This is Men Sports, Urban Yoga Men Navy Blue Track Pants ,it can be used in the Summer season"
37146,men,Apparel,Topwear,shirts,White,Bad,summer,Casual,"This is Men Casual, Wills Lifestyle Men White Mura Shirt ,it can be used in the Summer season"
5793,men,Apparel,Topwear,tshirts,Green,Good,summer,Casual,"This is Men Casual, ADIDAS Men's Bike Olive Green T-shirt ,it can be used in the Summer season"
53403,women,Apparel,Topwear,kurtas,Navy Blue,Bad,fall,Ethnic,"This is Women Ethnic, Alma Women Navy Blue Kurta ,it can be used in the Fall season"
21023,men,Apparel,Topwear,shirts,White,Bad,fall,Casual,"This is Men Casual, Black Coffee Men White Check Shirt ,it can be used in the Fall season"
10764,men,Apparel,Topwear,tshirts,Black,Good,fall,Casual,"This is Men Casual, Puma Men Bts Black Tshirts ,it can be used in the Fall season"
24551,women,Apparel,Topwear,kurtas,Blue,Good,fall,Ethnic,"This is Women Ethnic, Diva Women Blue Printed Kurta ,it can be used in the Fall season"
32434,men,Apparel,Topwear,tshirts,Navy Blue,Bad,summer,Sports,"This is Men Sports, ADIDAS Men Navy Blue Polo T-shirt ,it can be used in the Summer season"
12033,men,Apparel,Topwear,shirts,Blue,Good,fall,Formal,"This is Men Formal, Mark Taylor Men Blue Striped Shirt ,it can be used in the Fall season"
18509,men,Apparel,Topwear,jackets,Black,Good,fall,Casual,"This is Men Casual, C Vox Men Bubble 1344 Black Jacket ,it can be used in the Fall season"
16493,men,Apparel,Topwear,tshirts,Green,Good,fall,Casual,"This is Men Casual, Locomotive Men Solid Forest Green TShirt ,it can be used in the Fall season"
51354,women,Apparel,Bottomwear,jeans,Blue,Good,summer,Casual,"This is Women Casual, Spykar Women Light Blue Jeans ,it can be used in the Summer season"
9962,men,Apparel,Topwear,tshirts,Red,Good,fall,Sports,"This is Men Sports, Nike Men Medals Crew Red T-Shirts ,it can be used in the Fall season"
17541,men,Apparel,Topwear,shirts,Green,Good,fall,Formal,"This is Men Formal, Mark Taylor Men Green & White Striped Shirt ,it can be used in the Fall season"
6116,men,Apparel,Topwear,tshirts,Purple,Good,summer,Casual,"This is Men Casual, UCB Men's United Colors Flock Purple T-shirt ,it can be used in the Summer season"
29840,men,Apparel,Topwear,shirts,Grey,Good,summer,Casual,"This is Men Casual, Basics Men Grey Checked Shirt ,it can be used in the Summer season"
28992,men,Apparel,Topwear,tshirts,Navy Blue,Bad,summer,Casual,"This is Men Casual, Status Quo Men Navy Blue Polo T-shirt ,it can be used in the Summer season"
2784,men,Apparel,Topwear,tshirts,Blue,Good,summer,Casual,"This is Men Casual, Ediots Men's Bajau Kya Radio Turquoise T-shirt ,it can be used in the Summer season"
26808,men,Apparel,Bottomwear,trousers,Grey,Good,summer,Formal,"This is Men Formal, Arrow Men Grey Striped Trousers ,it can be used in the Summer season"
47003,women,Apparel,Topwear,kurtas,White,Bad,fall,Ethnic,"This is Women Ethnic, Shree Women Printed White & Yellow Kurta ,it can be used in the Fall season"
44686,women,Apparel,Bottomwear,leggings,Magenta,Good,summer,Casual,"This is Women Casual, Wills Lifestyle Women Magenta Leggings ,it can be used in the Summer season"
57291,men,Apparel,Topwear,shirts,Blue,Good,summer,Casual,"This is Men Casual, French Connection Men Light Blue Shirt ,it can be used in the Summer season"
27582,men,Apparel,Topwear,tshirts,Blue,Good,summer,Casual,"This is Men Casual, Scullers Men Blue & Navy Blue Striped T-shirt ,it can be used in the Summer season"
9708,men,Apparel,Topwear,shirts,White,Bad,fall,Casual,"This is Men Casual, Scullers Men Scul White Shirts ,it can be used in the Fall season"
42115,men,Apparel,Bottomwear,shorts,Black,Good,fall,Casual,"This is Men Casual, ADIDAS Men Black Shorts ,it can be used in the Fall season"
12665,men,Apparel,Topwear,shirts,Blue,Good,fall,Casual,"This is Men Casual, Probase Men Check Blue Shirts ,it can be used in the Fall season"
34195,men,Apparel,Topwear,tshirts,Grey,Good,summer,Casual,"This is Men Casual, Proline Men Multicoloured Striped Polo T-shirt ,it can be used in the Summer season"
51502,women,Apparel,Bottomwear,jeans,Blue,Good,summer,Casual,"This is Women Casual, Denizen Women Greenish Blue Jeans ,it can be used in the Summer season"
35047,women,Apparel,Topwear,kurtas,Black,Good,summer,Ethnic,"This is Women Ethnic, Fabindia Women Silk Black Kurta ,it can be used in the Summer season"
7692,women,Apparel,Topwear,tshirts,Red,Good,fall,Casual,"This is Women Casual, Urban Yoga Women's Ganesha Red T-shirt ,it can be used in the Fall season"
37710,men,Apparel,Topwear,tshirts,Blue,Good,summer,Casual,"This is Men Casual, John Players Men Printed Blue T-shirt ,it can be used in the Summer season"
41790,women,Apparel,Topwear,tops,Magenta,Good,summer,Casual,"This is Women Casual, Remanika Women Magenta Top ,it can be used in the Summer season"
32262,women,Apparel,Topwear,tunics,Green,Good,summer,Ethnic,"This is Women Ethnic, Fabindia Women Printed Green Tunic ,it can be used in the Summer season"
40642,women,Apparel,Topwear,kurtas,Pink,Bad,summer,Ethnic,"This is Women Ethnic, Span Women Pink Kurta ,it can be used in the Summer season"
24307,men,Apparel,Topwear,sweatshirts,Grey,Good,fall,Casual,"This is Men Casual, ADIDAS Men Grey Printed Sweatshirt ,it can be used in the Fall season"
15672,men,Apparel,Bottomwear,jeans,Blue,Good,fall,Casual,"This is Men Casual, Highlander Men High Original Blue Jeans ,it can be used in the Fall season"
4225,men,Apparel,Topwear,tshirts,Purple,Good,summer,Casual,"This is Men Casual, Probase Men's Tribe Gone Wild Purple T-shirt ,it can be used in the Summer season"
52989,women,Apparel,Saree,sarees,Green,Good,summer,Ethnic,"This is Women Ethnic, FNF Printed Green Sari ,it can be used in the Summer season"
24135,men,Apparel,Topwear,jackets,Black,Good,fall,Casual,"This is Men Casual, ADIDAS Men Black Jacket ,it can be used in the Fall season"
1757,men,Apparel,Topwear,tshirts,Black,Good,fall,Sports,"This is Men Sports, Lotto Men Polo Slate Black Rugby T-shirt ,it can be used in the Fall season"
33182,women,Apparel,Topwear,tops,Blue,Good,summer,Casual,"This is Women Casual, Sepia Women Blue Top ,it can be used in the Summer season"
17919,women,Apparel,Topwear,tshirts,Orange,Good,fall,Casual,"This is Women Casual, Nike Women's Orange Polo T-shirt ,it can be used in the Fall season"
42327,women,Apparel,Saree,sarees,Navy Blue,Bad,summer,Ethnic,"This is Women Ethnic, Prafful Navy & Brown Georgette Printed Saree ,it can be used in the Summer season"
23310,women,Apparel,Topwear,kurtas,Green,Good,fall,Ethnic,"This is Women Ethnic, W Women Green Striped Kurta ,it can be used in the Fall season"
47655,women,Apparel,Dress,dresses,Grey,Good,summer,Casual,"This is Women Casual, Femella Women Grey Polka Dotted Dress ,it can be used in the Summer season"
6572,men,Apparel,Topwear,tshirts,Black,Good,summer,Sports,"This is Men Sports, Nike Men's Challenger Logo Black T-shirt ,it can be used in the Summer season"
54084,women,Apparel,Topwear,tops,Blue,Good,summer,Casual,"This is Women Casual, Mumbai Slang Women Blue Top ,it can be used in the Summer season"
13743,men,Apparel,Topwear,shirts,Black,Good,fall,Casual,"This is Men Casual, Belmonte Men Check Black Shirts ,it can be used in the Fall season"
43033,men,Apparel,Topwear,shirts,Blue,Good,summer,Formal,"This is Men Formal, Scullers Men Blue Striped Shirt ,it can be used in the Summer season"
2314,men,Apparel,Topwear,tshirts,Black,Good,fall,Sports,"This is Men Sports, Nike Mens JDI Black T-shirt ,it can be used in the Fall season"
16231,men,Apparel,Topwear,sweatshirts,Black,Good,fall,Casual,"This is Men Casual, Puma Men Ess Hooded Black Sweatshirt ,it can be used in the Fall season"
7666,men,Apparel,Topwear,tshirts,Blue,Good,fall,Sports,"This is Men Sports, Puma Men's Silly Point Blue T-shirt ,it can be used in the Fall season"
5131,women,Apparel,Topwear,shirts,Red,Good,summer,Casual,"This is Women Casual, Wrangler Women Check Multi Colour Shirt ,it can be used in the Summer season"
11014,women,Apparel,Topwear,shirts,Blue,Good,fall,Casual,"This is Women Casual, Wrangler Women Polka Blue Shirts ,it can be used in the Fall season"
41764,women,Apparel,Topwear,tops,Red,Good,summer,Casual,"This is Women Casual, Remanika Women Red Top ,it can be used in the Summer season"
1591,men,Apparel,Bottomwear,shorts,Red,Good,fall,Sports,"This is Men Sports, Kipsta Men Red Shorts ,it can be used in the Fall season"
52141,women,Apparel,Topwear,tshirts,Blue,Good,summer,Casual,"This is Women Casual, Femella Women Blue Polo T-Shirt ,it can be used in the Summer season"
15686,men,Apparel,Bottomwear,trousers,Khaki,Good,fall,Casual,"This is Men Casual, Highlander Men Classic Chinos Khaki Trousers ,it can be used in the Fall season"
14754,men,Apparel,Topwear,shirts,Blue,Good,fall,Formal,"This is Men Formal, Arrow Men Solid Blue Shirts ,it can be used in the Fall season"
57433,women,Apparel,Topwear,tshirts,Pink,Bad,summer,Casual,"This is Women Casual, Angry Birds Women Pink T-shirt ,it can be used in the Summer season"
2126,men,Apparel,Topwear,shirts,White,Bad,spring,Casual,"This is Men Casual, Basics MenNavy Slim Fit Checked Shirt ,it can be used in the Spring season"
18199,women,Apparel,Topwear,sweaters,Purple,Good,fall,Casual,"This is Women Casual, Jealous 21 Women Stripes Purple Sweater ,it can be used in the Fall season"
6586,men,Apparel,Topwear,tshirts,Blue,Good,winter,Casual,"This is Men Casual, Inkfruit Men's Evening Music Royal Blue T-shirt ,it can be used in the Winter season"
34353,men,Apparel,Topwear,tshirts,Blue,Good,summer,Casual,"This is Men Casual, Myntra Men Blue Diet Extreme T-shirt ,it can be used in the Summer season"
7454,men,Apparel,Topwear,tshirts,Navy Blue,Bad,summer,Casual,"This is Men Casual, Proline Men Navy Polo T-shirt ,it can be used in the Summer season"
16003,men,Apparel,Topwear,sweaters,Grey,Good,fall,Casual,"This is Men Casual, Turtle Solid Men Grey Sweaters ,it can be used in the Fall season"
5767,women,Apparel,Topwear,tops,Black,Good,summer,Casual,"This is Women Casual, Jealous 21 Women Sleevless Black V Nech Top ,it can be used in the Summer season"
20105,women,Apparel,Topwear,kurtas,Brown,Good,fall,Ethnic,"This is Women Ethnic, Diva Women Printed Brown Kurta ,it can be used in the Fall season"
57057,women,Apparel,Dress,dresses,Red,Good,summer,Casual,"This is Women Casual, Elle Women Red A-Line Dress ,it can be used in the Summer season"
10790,men,Apparel,Topwear,shirts,Blue,Good,fall,Casual,"This is Men Casual, Wrangler Men Manitoba Piping Blue Shirts ,it can be used in the Fall season"
31245,men,Apparel,Topwear,tshirts,White,Bad,summer,Casual,"This is Men Casual, Puma Men White Polo T-shirt ,it can be used in the Summer season"
43665,women,Apparel,Topwear,tunics,Purple,Good,summer,Casual,"This is Women Casual, ONLY Women Purple Tunic ,it can be used in the Summer season"
7030,men,Apparel,Topwear,tshirts,Grey,Good,summer,Casual,"This is Men Casual, s.Oliver Men's Denim Dstrct Grey T-shirt ,it can be used in the Summer season"
16467,men,Apparel,Topwear,shirts,Green,Good,fall,Casual,"This is Men Casual, Locomotive Men Check Green Shirt ,it can be used in the Fall season"
8844,men,Apparel,Bottomwear,trousers,Brown,Good,summer,Casual,"This is Men Casual, Scullers Men Scul Brown Trousers ,it can be used in the Summer season"
9996,women,Apparel,Topwear,tops,Blue,Good,summer,Casual,"This is Women Casual, Palm Tree Girls Sp Jelly Top Blue Tops ,it can be used in the Summer season"
13929,men,Apparel,Topwear,shirts,Beige,Good,summer,Casual,"This is Men Casual, United Colors of Benetton Men Solid Beige Shirts ,it can be used in the Summer season"
42585,men,Apparel,Topwear,tshirts,Black,Good,fall,Casual,"This is Men Casual, United Colors of Benetton Mens Black Polo T-shirt ,it can be used in the Fall season"
13327,men,Apparel,Topwear,shirts,Green,Good,fall,Casual,"This is Men Casual, Gini and Jony Kids Boys Printed Green Tshirts ,it can be used in the Fall season"
28966,women,Apparel,Apparel Set,kurta sets,Blue,Good,summer,Ethnic,"This is Women Ethnic, Biba Women Blue Printed Salwar Suit with Dupatta ,it can be used in the Summer season"
43457,women,Apparel,Topwear,kurtis,Blue,Good,summer,Ethnic,"This is Women Ethnic, Global Desi Women Blue Tunic ,it can be used in the Summer season"
49951,men,Apparel,Loungewear and Nightwear,lounge pants,Black,Good,summer,Casual,"This is Men Casual, Hanes Men Black Knitted Lounge Pants ,it can be used in the Summer season"
7202,women,Apparel,Topwear,tops,Blue,Good,fall,Casual,"This is Women Casual, Jealous 21 Women Band With Blue Top ,it can be used in the Fall season"
14102,women,Apparel,Topwear,tops,Brown,Good,fall,Casual,"This is Women Casual, Flying Machine Women Solid Brown Tops ,it can be used in the Fall season"
20337,men,Apparel,Topwear,sweatshirts,Red,Good,fall,Sports,"This is Men Sports, Nike Men Solid Red Sweatshirt ,it can be used in the Fall season"
44672,women,Apparel,Topwear,shirts,Blue,Good,winter,Formal,"This is Women Formal, Wills Lifestyle Women Blue Striped Formal Shirt ,it can be used in the Winter season"
33720,women,Apparel,Bottomwear,leggings,Green,Good,fall,Casual,"This is Women Casual, Pieces Women Green Leggings ,it can be used in the Fall season"
18732,women,Apparel,Topwear,tops,Off White,Bad,fall,Casual,"This is Women Casual, Arrow Woman Ann Off White Top ,it can be used in the Fall season"
50881,women,Apparel,Saree,sarees,Black,Good,summer,Ethnic,"This is Women Ethnic, Prafful Women Black Crepe Sari ,it can be used in the Summer season"
29849,men,Apparel,Bottomwear,trousers,Brown,Good,summer,Casual,"This is Men Casual, Basics Men Brown Trousers ,it can be used in the Summer season"
12208,men,Apparel,Topwear,tshirts,Green,Good,fall,Casual,"This is Men Casual, Basics Men Green Striped T-shirt ,it can be used in the Fall season"
26801,men,Apparel,Topwear,shirts,Lavender,Good,summer,Formal,"This is Men Formal, Arrow Men Lavender Striped Shirt ,it can be used in the Summer season"
59302,men,Apparel,Topwear,shirts,Purple,Good,fall,Casual,"This is Men Casual, U.S. Polo Assn. Denim Co. Men Wine Shirt ,it can be used in the Fall season"
57896,women,Apparel,Bottomwear,shorts,Off White,Bad,summer,Casual,"This is Women Casual, Femella Women Off White Shorts ,it can be used in the Summer season"
24558,women,Apparel,Topwear,kurtas,Blue,Good,fall,Ethnic,"This is Women Ethnic, Vishudh Women Blue Printed Kurta ,it can be used in the Fall season"
9157,women,Apparel,Topwear,shirts,Pink,Bad,fall,Casual,"This is Women Casual, Jealous 21 Women Checks Pink Shirt ,it can be used in the Fall season"
18500,men,Apparel,Topwear,tshirts,White,Bad,fall,Sports,"This is Men Sports, Puma Men V.11 Cat White Tshirts ,it can be used in the Fall season"
17548,men,Apparel,Topwear,shirts,Grey,Good,fall,Formal,"This is Men Formal, Mark Taylor Men Grey & White Striped Shirt ,it can be used in the Fall season"
12806,men,Apparel,Topwear,sweatshirts,Grey,Good,fall,Sports,"This is Men Sports, Nike Men Zip Grey Sweatshirts ,it can be used in the Fall season"
29247,men,Apparel,Topwear,tshirts,Yellow,Good,summer,Sports,"This is Men Sports, ADIDAS Men Lakers Yellow Jersey ,it can be used in the Summer season"
38563,men,Apparel,Bottomwear,shorts,Orange,Good,summer,Casual,"This is Men Casual, Nike Men Orange & Charcoal Shorts ,it can be used in the Summer season"
53852,women,Apparel,Topwear,kurtas,Pink,Bad,summer,Ethnic,"This is Women Ethnic, Vishudh Women Pink Printed Kurta ,it can be used in the Summer season"
