temperature,feels_like,humidity,wind_speed,weather_condition,time_of_day,season,occasion,recommended_top,recommended_bottom,recommended_outer
12,12,51,9.035274010437455,foggy,evening,winter,work,kurtas,trousers,coat
9,11,78,4.687675560139239,foggy,morning,winter,party,shirts,jeans,puffer jacket
8,6,64,2.948251867568085,cloudy,night,winter,casual,shirts,trousers,puffer jacket
6,7,86,7.7969136962145456,sunny,afternoon,winter,casual,kurtas,trousers,puffer jacket
9,9,53,12.029687593775888,foggy,night,winter,casual,shirts,jeans,coat
8,6,76,6.714565244145942,foggy,morning,winter,casual,shirts,trousers,puffer jacket
5,6,82,10.396987105585222,foggy,morning,winter,party,kurtas,capris,coat
3,5,52,13.31507301583221,clear,night,winter,casual,shirts,trousers,puffer jacket
12,11,65,3.648231874786614,sunny,afternoon,winter,work,shirts,leggings,puffer jacket
12,12,62,9.602866729444242,sunny,evening,winter,party,shirts,trousers,puffer jacket
12,13,72,12.506098038048833,foggy,morning,winter,casual,shirts,trousers,puffer jacket
9,9,40,14.299364201367556,sunny,night,winter,work,kurtas,capris,puffer jacket
10,11,41,3.068188583490792,cloudy,night,winter,party,shirts,trousers,puffer jacket
4,3,60,14.364196604434595,foggy,afternoon,winter,work,kurtas,leggings,coat
6,7,68,4.852707551008315,clear,morning,winter,casual,tops,leggings,coat
9,8,87,1.482633267966109,sunny,morning,winter,party,shirts,jeans,coat
3,4,73,3.2746665352617015,cloudy,afternoon,winter,party,tops,trousers,coat
10,8,49,10.071535128795583,cloudy,morning,winter,party,shirts,trousers,coat
7,7,87,7.032862636732008,foggy,evening,winter,work,shirts,trousers,puffer jacket
8,9,38,2.6773432774988315,sunny,night,winter,casual,kurtas,jeans,coat
9,10,74,8.981152953498928,cloudy,afternoon,winter,work,kurtas,trousers,puffer jacket
4,6,60,7.968459971916582,foggy,night,winter,work,shirts,trousers,coat
7,8,56,13.254490558006937,sunny,evening,winter,casual,kurtas,trousers,puffer jacket
2,2,42,7.260143403088167,clear,afternoon,winter,work,tops,leggings,coat
13,11,70,12.848290944985617,sunny,night,winter,casual,shirts,jeans,puffer jacket
6,8,59,8.321158536659627,foggy,morning,winter,party,shirts,trousers,puffer jacket
34,33,62,12.073467171278276,sunny,evening,summer,party,shirts,trousers,
33,32,53,12.4008482631315,clear,afternoon,summer,casual,kurtas,trousers,
30,31,75,4.574584446228407,clear,afternoon,summer,casual,tops,trousers,dupatta
27,27,46,14.059490249745313,cloudy,morning,summer,casual,tops,trousers,dupatta
36,35,49,5.133263216707449,sunny,morning,summer,party,shirts,jeans,dupatta
34,36,79,8.753629690955648,sunny,evening,summer,casual,tops,trousers,
27,29,61,10.267502441991688,cloudy,morning,summer,casual,kurtas,trousers,
31,29,39,2.5522372516315026,sunny,evening,summer,casual,shirts,trousers,
29,27,65,7.446772557514935,clear,morning,summer,casual,kurtas,jeans,dupatta
36,36,88,11.427806930324362,cloudy,night,summer,casual,shirts,trousers,
35,34,40,12.427049709998883,cloudy,evening,summer,casual,shirts,trousers,
31,31,51,11.55531131610737,sunny,afternoon,summer,party,shirts,trousers,dupatta
33,33,87,12.26049762297274,foggy,night,summer,casual,tops,trousers,dupatta
26,25,62,6.658667978121658,clear,morning,summer,work,tops,leggings,dupatta
37,37,80,4.358845690754507,foggy,morning,summer,work,shirts,trousers,dupatta
38,39,77,11.412556973086906,sunny,morning,summer,work,kurtas,trousers,dupatta
36,35,52,3.0553333788257246,cloudy,afternoon,summer,work,kurtas,trousers,dupatta
35,33,75,9.924004435673126,clear,morning,summer,work,kurtas,trousers,
26,25,82,1.2268169298364948,sunny,night,summer,party,tops,trousers,
35,37,81,7.605755676768432,foggy,night,summer,work,shirts,jeans,
33,33,53,12.540720446730028,cloudy,afternoon,summer,party,shirts,capris,dupatta
36,36,44,8.237176926576696,sunny,night,summer,party,shirts,trousers,dupatta
34,36,56,5.942771950221532,cloudy,afternoon,summer,work,kurtas,jeans,dupatta
29,29,83,4.735416534255339,sunny,afternoon,summer,casual,shirts,trousers,
32,33,76,3.1944111548298597,clear,morning,summer,casual,tops,jeans,dupatta
28,26,37,7.745479657698828,cloudy,afternoon,summer,party,shirts,trousers,
35,36,37,4.848336516486386,cloudy,morning,summer,work,tops,trousers,dupatta
35,34,79,2.138872884499383,clear,night,summer,party,shirts,jeans,
35,36,70,14.310186449278351,cloudy,morning,summer,casual,tops,leggings,dupatta
34,35,51,12.168215919522476,cloudy,evening,summer,casual,kurtas,leggings,
35,37,56,11.509743012950574,foggy,night,summer,party,tops,jeans,dupatta
34,35,72,12.294535101797083,cloudy,morning,summer,work,shirts,jeans,dupatta
31,31,76,9.948419437119435,cloudy,evening,summer,party,shirts,leggings,
35,37,52,13.243930813366017,foggy,evening,summer,work,kurtas,jeans,
36,38,74,1.1254861488506092,sunny,morning,summer,work,tops,leggings,dupatta
34,35,49,5.761458041447425,foggy,evening,summer,work,kurtas,capris,dupatta
38,37,72,5.56621063132435,foggy,morning,summer,casual,tops,jeans,dupatta
30,30,85,14.36149600162533,sunny,morning,summer,casual,kurtas,jeans,dupatta
33,31,41,11.298832043599502,foggy,evening,summer,casual,shirts,jeans,dupatta
37,37,66,9.929092888523328,sunny,night,summer,party,kurtas,trousers,dupatta
29,29,78,12.492483201351074,clear,night,summer,work,kurtas,trousers,dupatta
26,28,42,13.63987695919632,clear,morning,summer,casual,tops,jeans,dupatta
29,30,66,3.7237049541687757,clear,night,summer,work,kurtas,jeans,
32,34,36,5.838674242620986,cloudy,evening,summer,casual,shirts,trousers,
30,29,58,7.2069782722215,cloudy,morning,summer,work,kurtas,trousers,
27,25,42,10.021698677976818,clear,morning,summer,work,kurtas,trousers,
31,29,81,6.164722489619214,clear,evening,summer,work,kurtas,capris,dupatta
31,31,80,12.944113670757567,clear,evening,summer,party,shirts,trousers,dupatta
34,36,51,8.31289811176579,foggy,morning,summer,work,kurtas,jeans,dupatta
28,29,86,5.4319179024270365,cloudy,morning,summer,work,shirts,capris,dupatta
33,32,68,14.007034138988104,foggy,night,summer,casual,shirts,trousers,
33,31,59,2.265647520822583,cloudy,afternoon,summer,party,tops,jeans,dupatta
29,28,73,10.438454180612993,sunny,afternoon,summer,party,shirts,trousers,dupatta
36,36,65,8.893877140826596,sunny,evening,summer,casual,shirts,trousers,dupatta
28,29,38,6.072617190243919,clear,morning,summer,party,kurtas,trousers,dupatta
35,37,43,14.581546118830481,sunny,night,summer,casual,shirts,jeans,
37,36,44,13.508788184112287,foggy,night,summer,casual,shirts,trousers,dupatta
31,31,64,7.476892355304401,sunny,morning,summer,party,shirts,trousers,
29,27,44,4.357237524409386,cloudy,night,summer,party,tops,jeans,dupatta
29,30,74,4.282872534830421,sunny,evening,summer,work,tops,trousers,dupatta
37,39,85,7.965665451076378,cloudy,evening,summer,work,kurtas,leggings,dupatta
35,35,77,9.511849807419836,cloudy,afternoon,summer,party,tops,jeans,
35,37,60,6.2807961544887885,cloudy,morning,summer,party,kurtas,trousers,
34,34,79,3.055754158565831,clear,night,summer,party,shirts,jeans,dupatta
27,25,63,3.9316868439563075,foggy,afternoon,summer,work,kurtas,trousers,
26,27,68,9.494321968479786,cloudy,night,summer,work,kurtas,jeans,dupatta
26,26,74,8.94088364519681,sunny,afternoon,summer,work,kurtas,jeans,
30,29,63,14.756648127346162,cloudy,night,summer,work,shirts,leggings,
36,36,40,4.7642637349843895,clear,morning,summer,casual,tops,capris,
32,30,80,4.404861506182946,foggy,evening,summer,work,shirts,trousers,
34,34,57,7.606202905136454,clear,morning,summer,work,kurtas,capris,dupatta
32,32,42,2.1662231011452344,clear,evening,summer,party,kurtas,jeans,dupatta
29,28,36,12.554902460720237,sunny,night,summer,work,kurtas,jeans,
33,33,55,9.295206493767052,foggy,evening,summer,casual,kurtas,trousers,dupatta
28,26,59,12.4266145200321,foggy,afternoon,summer,work,kurtas,jeans,
33,31,57,11.167341723152633,clear,evening,summer,party,kurtas,jeans,dupatta
37,37,89,2.4557873068353935,cloudy,evening,summer,casual,shirts,jeans,
33,35,89,6.722360650615977,sunny,evening,summer,party,kurtas,leggings,
30,28,83,8.85625008273475,cloudy,afternoon,summer,work,shirts,trousers,
32,33,35,9.855715719765328,cloudy,afternoon,summer,work,kurtas,trousers,dupatta
30,29,72,14.933492474314647,cloudy,evening,summer,party,tops,jeans,dupatta
30,30,60,2.990659585766882,sunny,evening,summer,casual,tops,trousers,
28,27,83,6.910806683270585,sunny,evening,summer,casual,shirts,jeans,
32,34,47,11.462684553322072,foggy,night,summer,party,shirts,trousers,
38,39,42,12.21799122204539,cloudy,night,summer,work,shirts,trousers,
27,27,69,8.691469078628792,clear,night,summer,party,kurtas,jeans,dupatta
31,33,86,14.675511415900445,foggy,night,summer,work,shirts,trousers,
28,27,81,1.3831514769409763,foggy,afternoon,summer,party,shirts,jeans,dupatta
31,32,79,11.42694647573675,cloudy,night,summer,casual,shirts,leggings,dupatta
29,29,52,5.765511764757401,sunny,afternoon,summer,work,kurtas,trousers,
26,28,55,7.220513932111215,cloudy,afternoon,summer,work,tops,trousers,dupatta
36,34,44,10.648175537098496,foggy,morning,summer,casual,kurtas,jeans,dupatta
33,33,74,13.618303942434492,sunny,night,summer,work,shirts,trousers,dupatta
35,34,37,14.40796062039902,cloudy,morning,summer,casual,tops,trousers,dupatta
37,38,50,2.5638656919707747,cloudy,afternoon,summer,party,kurtas,trousers,
30,28,86,6.494706073000207,sunny,morning,summer,casual,shirts,jeans,
33,31,68,9.37851976695911,sunny,evening,summer,work,tops,trousers,dupatta
36,35,77,7.676311819732472,cloudy,evening,summer,party,kurtas,jeans,
28,27,88,8.729905170263084,clear,afternoon,summer,casual,shirts,trousers,dupatta
28,26,74,8.843404760991236,cloudy,evening,summer,party,kurtas,trousers,dupatta
36,38,89,5.066453296226933,foggy,afternoon,summer,casual,shirts,trousers,dupatta
27,28,47,12.008830608493458,clear,night,summer,work,tops,trousers,
33,34,47,3.1484110888002115,cloudy,evening,summer,party,kurtas,capris,dupatta
27,25,68,13.449196766993992,sunny,afternoon,summer,casual,shirts,trousers,
37,36,61,7.1215840655709135,sunny,evening,summer,work,kurtas,jeans,dupatta
35,35,81,5.236925573368836,sunny,night,summer,work,kurtas,jeans,
33,31,48,10.071155233452977,sunny,night,summer,work,kurtas,jeans,
27,29,52,8.88823376602176,sunny,night,summer,casual,tops,jeans,
37,38,83,4.907176163133308,sunny,afternoon,summer,party,shirts,jeans,dupatta
26,28,55,10.24085049975758,clear,afternoon,summer,party,shirts,jeans,
37,38,58,5.023604853459798,foggy,afternoon,summer,party,tops,capris,dupatta
31,30,87,3.497876167298689,cloudy,night,summer,party,kurtas,trousers,
35,35,74,12.786010897369092,clear,afternoon,summer,work,shirts,capris,
29,31,68,5.466825027741959,clear,afternoon,summer,casual,shirts,jeans,
32,33,73,4.45831246476963,cloudy,morning,summer,work,tops,jeans,
31,30,79,6.01893189933615,cloudy,afternoon,summer,party,shirts,capris,dupatta
26,28,57,3.434581121724671,cloudy,night,summer,party,tops,leggings,
35,37,56,8.31227206624919,cloudy,night,summer,party,kurtas,capris,dupatta
37,36,40,7.609341001753699,sunny,night,summer,casual,tops,trousers,dupatta
28,29,49,11.821883745257663,foggy,evening,summer,party,shirts,jeans,dupatta
26,26,35,9.82172332487571,cloudy,evening,summer,party,shirts,jeans,
34,35,61,10.561904115906746,clear,afternoon,summer,casual,shirts,leggings,
32,30,37,10.188280995694445,cloudy,afternoon,summer,party,kurtas,jeans,
34,34,58,3.329163725102208,foggy,evening,summer,casual,shirts,jeans,dupatta
28,26,86,10.643687452450418,cloudy,afternoon,summer,casual,shirts,trousers,
29,27,57,11.68178601730179,sunny,morning,summer,party,kurtas,jeans,dupatta
32,33,57,5.640623358927604,sunny,morning,summer,party,tops,jeans,
35,36,35,4.632706434050446,sunny,night,summer,party,shirts,trousers,
36,38,66,5.235714945734728,foggy,afternoon,summer,work,shirts,jeans,dupatta
36,34,49,2.7216197277279,foggy,morning,summer,party,shirts,jeans,dupatta
37,37,45,4.386489065952895,foggy,evening,summer,party,shirts,trousers,dupatta
29,31,89,9.337262918295268,sunny,afternoon,summer,casual,shirts,trousers,
33,32,61,11.62760964718756,foggy,evening,summer,work,shirts,trousers,dupatta
36,36,66,10.239511530018776,clear,afternoon,summer,casual,shirts,trousers,
33,34,70,9.418681469607225,clear,afternoon,summer,party,tops,leggings,dupatta
28,30,35,4.956821899345907,cloudy,evening,summer,party,shirts,capris,
33,34,70,3.99460932306976,cloudy,night,summer,casual,kurtas,trousers,dupatta
33,31,44,3.3038307196542736,sunny,night,summer,work,kurtas,leggings,dupatta
26,28,40,10.31531245214848,sunny,evening,summer,party,kurtas,jeans,dupatta
28,29,64,14.575503777382986,cloudy,morning,summer,party,tops,trousers,
26,28,47,12.837079449237697,sunny,night,summer,casual,tops,jeans,
27,25,89,3.8863349699874385,foggy,afternoon,summer,casual,kurtas,leggings,
36,37,82,13.349763991088222,sunny,morning,summer,work,shirts,jeans,
30,28,72,7.183964588209381,cloudy,afternoon,summer,casual,kurtas,jeans,dupatta
35,34,88,3.0779108479225616,sunny,evening,summer,work,shirts,trousers,dupatta
36,38,87,9.784171840051092,cloudy,night,summer,work,kurtas,trousers,dupatta
36,37,53,11.761841430259016,sunny,afternoon,summer,party,shirts,jeans,dupatta
30,31,45,5.101129001744985,clear,evening,summer,casual,tops,trousers,
26,25,81,12.69407393355809,foggy,night,summer,work,tops,trousers,
26,26,60,10.867641874124914,foggy,night,summer,casual,tops,trousers,dupatta
36,37,57,2.8123714755518496,foggy,night,summer,work,kurtas,leggings,
36,35,68,6.667263844482998,foggy,morning,summer,party,shirts,trousers,dupatta
27,25,54,13.94876669091322,sunny,afternoon,summer,work,tops,trousers,dupatta
29,29,47,2.855974431113785,sunny,afternoon,summer,party,tops,jeans,
29,29,60,7.073608955501796,clear,night,summer,casual,tops,jeans,
29,29,89,1.3434960178932451,cloudy,morning,summer,casual,kurtas,jeans,dupatta
37,37,76,3.686131042740884,cloudy,night,summer,casual,tops,jeans,
38,40,77,8.394143687904386,foggy,afternoon,summer,casual,shirts,leggings,
38,40,75,2.3632037235242125,foggy,night,summer,casual,kurtas,leggings,
35,33,39,4.0731929926540635,clear,evening,summer,casual,shirts,trousers,dupatta
35,36,87,8.18783285471437,cloudy,night,summer,party,shirts,jeans,dupatta
38,38,68,5.733230378980796,foggy,morning,summer,casual,shirts,jeans,
31,30,38,11.301119982397127,cloudy,night,summer,party,tops,jeans,
28,28,41,2.8800514425910464,cloudy,morning,summer,party,shirts,leggings,dupatta
34,34,54,5.7957253869607746,clear,night,summer,work,shirts,capris,dupatta
35,37,58,5.728393973607061,cloudy,evening,summer,party,shirts,leggings,dupatta
27,28,64,9.032921548125552,sunny,afternoon,summer,casual,tops,jeans,
36,36,46,12.916071193416457,clear,night,summer,party,tops,jeans,
32,30,78,10.801416200865283,clear,afternoon,summer,party,tops,jeans,dupatta
31,29,76,6.620761539173152,sunny,evening,summer,work,shirts,trousers,dupatta
38,40,61,4.740377509625855,foggy,afternoon,summer,party,shirts,capris,
29,27,73,1.7528766634209645,clear,night,summer,casual,shirts,trousers,dupatta
29,31,64,5.481228242148323,cloudy,afternoon,summer,work,tops,leggings,dupatta
36,34,66,4.74776975855595,foggy,night,summer,party,shirts,trousers,dupatta
26,24,59,1.1107572058627133,cloudy,night,summer,casual,kurtas,trousers,
33,33,84,2.589090396109654,clear,night,summer,casual,kurtas,trousers,dupatta
37,39,71,9.446183176358836,sunny,evening,summer,work,shirts,jeans,
38,37,45,2.019045119466571,sunny,morning,summer,casual,shirts,jeans,
32,33,50,9.71545853146077,sunny,afternoon,summer,party,tops,trousers,dupatta
38,39,88,5.58268559458312,cloudy,morning,summer,work,shirts,leggings,dupatta
35,37,56,3.6345427796137937,cloudy,night,summer,work,shirts,jeans,
27,25,67,11.264351248705923,clear,night,summer,party,shirts,trousers,dupatta
37,39,67,14.167556528062416,sunny,evening,summer,party,tops,trousers,
26,26,78,11.610253828538076,foggy,night,summer,work,kurtas,trousers,
37,37,50,5.064966477387685,foggy,morning,summer,party,kurtas,jeans,dupatta
30,32,79,4.660461432676134,cloudy,night,summer,party,kurtas,trousers,
38,40,73,10.055360059859407,foggy,night,summer,work,tops,capris,
34,33,45,4.286823481713207,sunny,afternoon,summer,casual,kurtas,jeans,dupatta
30,31,60,3.025555429212732,foggy,morning,summer,work,kurtas,trousers,
35,35,35,8.626159174186235,cloudy,morning,summer,casual,kurtas,trousers,dupatta
36,37,42,7.298201429160803,cloudy,night,summer,work,shirts,trousers,
30,29,75,10.328676504054325,clear,evening,summer,party,kurtas,trousers,dupatta
29,29,58,12.290931124058323,foggy,evening,summer,party,kurtas,trousers,
38,38,35,3.182001023908442,foggy,afternoon,summer,party,tops,jeans,
36,38,37,13.911485554031,cloudy,morning,summer,party,shirts,trousers,dupatta
35,37,36,8.116575904038463,foggy,evening,summer,party,shirts,capris,
32,31,61,3.4774402228381764,sunny,night,summer,casual,tops,leggings,dupatta
37,36,86,10.769455929746346,cloudy,afternoon,summer,casual,shirts,jeans,dupatta
36,35,42,14.060060870667092,cloudy,night,summer,casual,kurtas,jeans,dupatta
37,39,85,7.636937529528825,foggy,afternoon,summer,party,shirts,trousers,
38,40,51,4.223011144120084,clear,evening,summer,casual,kurtas,capris,dupatta
30,30,82,11.54354447096986,foggy,evening,summer,party,kurtas,jeans,dupatta
35,34,81,8.270631319502224,sunny,afternoon,summer,party,shirts,trousers,
33,35,85,3.1563302204638095,sunny,morning,summer,casual,kurtas,trousers,
29,27,84,7.536488479140353,foggy,afternoon,summer,party,kurtas,trousers,
29,27,58,4.278874801669097,sunny,afternoon,summer,party,shirts,trousers,dupatta
30,29,86,10.334100607435367,cloudy,afternoon,summer,work,tops,trousers,
34,34,65,13.549956432319448,foggy,evening,summer,work,shirts,trousers,
31,32,68,2.3103831602318765,sunny,night,summer,casual,tops,jeans,dupatta
27,29,45,13.522726959125537,foggy,morning,summer,work,tops,jeans,dupatta
29,29,68,1.656866081817747,sunny,night,summer,party,shirts,trousers,
35,37,42,7.621850597326997,clear,morning,summer,casual,kurtas,trousers,
35,33,51,8.33051928780474,cloudy,night,summer,party,shirts,trousers,dupatta
36,35,85,6.12371025124777,clear,evening,summer,party,tops,jeans,dupatta
34,34,43,4.916397479133243,sunny,afternoon,summer,work,tops,trousers,
36,36,75,2.124699413225926,sunny,afternoon,summer,party,tops,leggings,dupatta
30,28,36,10.999681917026955,cloudy,evening,summer,casual,shirts,jeans,
31,30,83,12.904342085525416,foggy,afternoon,summer,party,tops,jeans,
38,37,43,1.1979002301606543,clear,morning,summer,casual,shirts,trousers,dupatta
29,28,67,14.706336492331134,foggy,afternoon,summer,work,shirts,jeans,dupatta
33,34,46,4.330837780963969,cloudy,afternoon,summer,work,kurtas,leggings,dupatta
29,28,60,4.2918269553197765,clear,afternoon,summer,casual,tops,jeans,
35,34,52,14.015220015930247,clear,evening,summer,casual,shirts,jeans,dupatta
34,34,75,8.660611537889604,foggy,morning,summer,work,kurtas,jeans,
34,34,66,14.787331206791691,clear,afternoon,summer,party,kurtas,trousers,
37,35,82,9.953591417767608,sunny,night,summer,casual,shirts,trousers,
32,34,37,1.0155137591936731,foggy,morning,summer,work,kurtas,trousers,
30,32,65,8.648151468301014,cloudy,evening,summer,party,kurtas,trousers,dupatta
26,27,89,8.675087041658868,clear,evening,summer,work,shirts,trousers,
26,25,67,1.4537120103416163,sunny,afternoon,summer,work,shirts,jeans,dupatta
28,28,58,7.610801079903346,sunny,morning,summer,party,kurtas,jeans,
31,33,61,1.142473397132775,sunny,afternoon,summer,casual,shirts,trousers,
32,34,68,11.741197794766533,clear,afternoon,summer,work,shirts,jeans,
37,37,76,2.559632553468366,foggy,evening,summer,party,tops,jeans,dupatta
34,35,60,2.35072830661917,foggy,morning,summer,casual,kurtas,capris,
36,34,75,11.779338157645999,cloudy,morning,summer,work,tops,trousers,dupatta
31,29,88,9.554242715649943,cloudy,morning,summer,work,tops,jeans,
32,32,85,9.933129361902967,foggy,afternoon,summer,work,tops,trousers,
29,29,76,5.302670150311323,clear,morning,summer,casual,shirts,trousers,
26,24,64,5.414930192605125,cloudy,afternoon,summer,party,shirts,jeans,dupatta
37,37,50,6.341341711273405,sunny,evening,summer,work,shirts,trousers,dupatta
30,28,85,8.504267936060423,cloudy,evening,summer,party,shirts,trousers,dupatta
29,27,61,9.967638948066588,foggy,morning,summer,work,kurtas,jeans,dupatta
38,39,40,7.272379753474518,foggy,night,summer,casual,kurtas,jeans,
36,36,41,13.390194796304241,clear,evening,summer,casual,shirts,jeans,dupatta
30,31,61,12.63013002480357,cloudy,morning,summer,party,shirts,trousers,dupatta
30,30,73,3.651161327395571,cloudy,evening,summer,work,shirts,trousers,
28,28,48,10.554249833864423,foggy,night,summer,casual,shirts,trousers,
27,25,60,6.323807813852515,sunny,afternoon,summer,party,shirts,jeans,
38,37,52,7.4414809699995095,sunny,morning,summer,casual,shirts,capris,
33,32,46,9.914834306509022,cloudy,night,summer,party,shirts,jeans,
28,26,62,10.340816426309724,sunny,morning,summer,casual,shirts,trousers,dupatta
33,35,37,5.3623904459175975,sunny,night,summer,party,tops,trousers,dupatta
26,27,62,4.511038110642202,sunny,morning,summer,work,kurtas,trousers,
26,28,37,3.8119028026235,foggy,afternoon,summer,work,kurtas,jeans,dupatta
35,35,71,14.7813547841875,clear,night,summer,casual,kurtas,jeans,
30,30,67,2.480509171981371,cloudy,afternoon,summer,work,kurtas,trousers,
34,36,43,13.073133834408715,clear,afternoon,summer,casual,kurtas,jeans,dupatta
37,39,39,6.216316859196369,sunny,night,summer,work,tops,jeans,dupatta
27,27,62,10.209944188480353,foggy,evening,summer,casual,shirts,jeans,dupatta
34,32,58,1.8132512834800891,cloudy,morning,summer,casual,shirts,jeans,
36,37,71,10.362703341504544,cloudy,afternoon,summer,party,tops,capris,dupatta
31,31,41,11.778516818790122,cloudy,afternoon,summer,party,tops,trousers,dupatta
37,39,73,6.105749296281973,foggy,afternoon,summer,party,shirts,jeans,
32,34,79,2.7173166008938803,cloudy,morning,summer,work,shirts,jeans,
36,34,35,1.3966476529025142,foggy,evening,summer,party,shirts,jeans,
26,25,36,7.307385702639878,clear,evening,summer,party,shirts,trousers,
30,29,75,14.453905986662873,clear,afternoon,summer,work,tops,jeans,dupatta
36,36,79,2.6776224717159405,clear,afternoon,summer,party,shirts,trousers,dupatta
26,28,57,2.811237022623956,cloudy,evening,summer,casual,shirts,trousers,dupatta
31,31,60,14.176889531670934,clear,afternoon,summer,work,tops,jeans,
34,36,63,7.389558043220184,sunny,morning,summer,party,kurtas,jeans,
28,29,39,7.866579395093293,foggy,morning,summer,casual,kurtas,trousers,
37,35,73,4.204452158371196,foggy,afternoon,summer,casual,kurtas,trousers,
28,28,66,4.1743270543087,sunny,evening,summer,work,tops,jeans,dupatta
29,29,46,4.73867472350493,sunny,night,summer,casual,kurtas,leggings,dupatta
26,25,81,13.593910004055688,clear,evening,summer,casual,kurtas,trousers,
30,28,54,13.1577091972253,cloudy,afternoon,summer,party,shirts,jeans,dupatta
26,27,72,12.899739214402082,foggy,evening,summer,casual,kurtas,trousers,
32,32,47,1.8486983225978788,clear,evening,summer,party,tops,trousers,
35,37,69,8.185633373534397,foggy,night,summer,casual,shirts,jeans,
29,27,88,2.5572856300585696,clear,night,summer,party,shirts,jeans,
35,35,54,11.088737338085304,sunny,afternoon,summer,casual,shirts,capris,dupatta
34,36,87,5.52760587369186,foggy,night,summer,party,shirts,capris,dupatta
28,30,82,11.22069210251773,clear,afternoon,summer,party,shirts,capris,
37,37,44,6.693652529475245,cloudy,night,summer,work,tops,jeans,dupatta
29,31,56,10.50989182724274,sunny,afternoon,summer,work,tops,trousers,dupatta
27,25,74,9.705404163109126,clear,afternoon,summer,casual,shirts,jeans,
37,36,50,13.18335120462847,foggy,night,summer,casual,shirts,trousers,dupatta
31,33,37,14.49065303359898,sunny,afternoon,summer,work,shirts,capris,
37,36,69,10.44381550201005,sunny,afternoon,summer,work,tops,trousers,
30,29,64,13.625534121226142,clear,afternoon,summer,casual,kurtas,trousers,dupatta
27,27,71,12.665935227906044,foggy,evening,summer,party,kurtas,trousers,dupatta
38,38,75,2.777859585619751,clear,afternoon,summer,party,shirts,trousers,dupatta
28,30,37,13.019969381349656,cloudy,morning,summer,party,kurtas,jeans,
36,36,36,12.3221051482865,foggy,evening,summer,party,kurtas,leggings,
31,29,88,8.919232701847076,cloudy,morning,summer,party,shirts,jeans,dupatta
37,38,67,11.941573634831258,foggy,night,summer,party,shirts,trousers,
27,25,52,7.871857288233292,cloudy,morning,summer,party,shirts,jeans,dupatta
29,28,88,2.559995405576867,clear,morning,summer,casual,shirts,jeans,dupatta
30,31,50,6.185320039247508,foggy,afternoon,summer,work,shirts,jeans,
34,32,86,11.600574150551452,foggy,night,summer,work,tops,trousers,dupatta
37,36,38,7.358741141444896,cloudy,afternoon,summer,party,shirts,leggings,
32,32,76,11.202417991001395,clear,evening,summer,work,tops,capris,
35,37,36,2.5688437070219283,foggy,night,summer,casual,kurtas,trousers,
38,39,44,11.454567693910871,clear,afternoon,summer,casual,shirts,jeans,dupatta
35,37,78,10.101979801363154,foggy,morning,summer,party,shirts,jeans,
31,30,89,10.456841477952231,foggy,afternoon,summer,casual,tops,trousers,
26,25,87,14.120890362273572,cloudy,evening,summer,casual,tops,trousers,
26,27,88,1.4658435236315739,cloudy,night,summer,party,tops,jeans,
28,27,35,13.833566869514613,cloudy,evening,summer,work,shirts,jeans,dupatta
33,32,82,3.006437847684337,foggy,evening,summer,party,kurtas,trousers,
28,27,50,8.556716659340056,cloudy,evening,summer,work,tops,jeans,
26,27,36,14.68038306534999,clear,morning,summer,casual,shirts,trousers,
28,26,59,11.538475111883468,foggy,afternoon,summer,party,tops,trousers,dupatta
34,34,51,4.773123290663124,sunny,night,summer,party,kurtas,capris,dupatta
28,29,41,7.973623190626173,foggy,afternoon,summer,party,kurtas,trousers,dupatta
26,25,67,6.294114240833822,cloudy,afternoon,summer,work,tops,trousers,
33,34,89,10.092029403123506,sunny,evening,summer,work,tops,jeans,dupatta
30,29,79,11.302143055617151,sunny,night,summer,work,kurtas,trousers,dupatta
32,30,53,2.7329783301692157,foggy,morning,summer,party,tops,trousers,
29,29,43,13.151656559781452,clear,evening,summer,work,shirts,capris,
28,27,38,13.30187983523542,foggy,afternoon,summer,casual,kurtas,trousers,dupatta
26,24,42,1.4683800563137934,sunny,morning,summer,work,shirts,trousers,dupatta
30,30,61,1.9285830283714962,foggy,morning,summer,work,shirts,jeans,dupatta
27,29,40,3.4278456761353455,clear,night,summer,party,tops,trousers,
34,32,72,9.313917657075326,cloudy,morning,summer,party,tops,jeans,
36,37,37,7.593133421681909,cloudy,afternoon,summer,work,tops,jeans,dupatta
26,27,48,14.76648937452565,cloudy,afternoon,summer,work,kurtas,trousers,dupatta
28,27,37,12.068374997162266,cloudy,evening,summer,work,shirts,trousers,
34,32,75,6.591971205919869,foggy,night,summer,party,shirts,jeans,
32,33,69,11.21726427296694,sunny,evening,summer,casual,shirts,trousers,
34,36,36,11.033038155055207,sunny,evening,summer,casual,tops,jeans,dupatta
29,28,66,11.421785900263353,cloudy,afternoon,summer,casual,kurtas,trousers,
33,35,69,12.438699944004354,clear,afternoon,summer,casual,kurtas,jeans,
26,28,83,13.170133352711684,sunny,morning,summer,party,shirts,capris,
38,40,67,5.110806581155624,foggy,evening,summer,party,tops,jeans,
35,34,48,2.7738539736959096,sunny,night,summer,casual,shirts,jeans,
34,35,35,3.6972130749938206,sunny,afternoon,summer,work,kurtas,trousers,
30,29,82,13.14772987959835,foggy,morning,summer,work,tops,trousers,dupatta
